,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
0,6283,Casa Al Sur,13310,Pamela,,Balvanera,-34.60523,-58.41042,Entire home/apt,4810,3,1,2011-01-31,0.01,1,365,0,
1,11508,Amazing Luxurious Apt-Palermo Soho,42762,Candela,,Palermo,-34.58184,-58.42415,Entire home/apt,6254,2,27,2021-04-03,0.34,1,76,1,
2,12463,Room in Recoleta - awesome location,48799,Matt,,Recoleta,-34.59777,-58.39664,Private room,2597,1,20,2016-02-12,0.17,1,365,0,
3,13095,Standard Room at Palermo Viejo B&B w pvt Bath,50994,Ariel,,Palermo,-34.59348,-58.42949,Private room,2722,1,1,2018-12-18,0.03,7,365,0,
4,13096,Standard Room in Palermo Viejo B&B,50994,Ariel,,Palermo,-34.59348,-58.42949,Private room,2722,1,0,,,7,365,0,
5,13097,Standard Room at Palermo Viejo B&B pvt bath,50994,Ariel,,Palermo,-34.59348,-58.42949,Private room,2722,1,1,2019-11-27,0.05,7,365,0,
6,13099,Lofty room in Palermo Viejo B&B pvt bath,50994,Ariel,,Palermo,-34.59327,-58.42953,Private room,3628,1,0,,,7,365,0,
7,13100,Master Room in Palermo Viejo B&B w  pvt Bath,50994,Ariel,,Palermo,-34.59348,-58.42949,Private room,4535,1,1,2017-11-23,0.02,7,365,0,
8,14222,"RELAX IN HAPPY HOUSE - PALERMO, BUENOS AIRES",87710233,María,,Palermo,-34.58617,-58.41036,Entire home/apt,3180,5,90,2019-11-03,0.82,1,364,0,
9,14711,SPECTACULAR ANCIENT HOUSE,57770,Cintia,,San Nicolas,-34.60786,-58.37211,Entire home/apt,11549,1,0,,,1,365,0,
10,15074,ROOM WITH RIVER SIGHT,59338,Monica,,Nuñez,-34.53892,-58.46599,Private room,2886,29,0,,,1,365,0,
11,15889,ROOM W /BALCONY-DOWNTOWN ......,62183,Sonia,,Balvanera,-34.60346,-58.41179,Private room,3505,3,6,2011-07-11,0.05,2,365,0,
12,16695,DUPLEX LOFT 2 - SAN TELMO,64880,Elbio Mariano,,Monserrat,-34.61439,-58.37611,Entire home/apt,3656,2,46,2019-07-01,0.41,7,199,0,
13,16697,Small Duplex Loft in San Telmo (8),64880,Elbio Mariano,,Monserrat,-34.61494,-58.37517,Entire home/apt,2886,2,22,2016-07-11,0.33,7,302,0,
14,17993,TEMPORARY RENT CUTE APARTMENT IN MICROCENTRO,68689,Maritza,,San Nicolas,-34.6037,-58.37888,Private room,3271,3,7,2018-05-27,0.06,2,337,0,
15,18007,apartament in San Telmo,69404,Marcelo,,Constitucion,-34.61751,-58.37814,Entire home/apt,33670,1,0,,,1,365,0,
16,18061,"Quirky, sunny & spacious - 5 px max",69605,Alejandra,,San Telmo,-34.62208,-58.36724,Entire home/apt,6542,7,144,2017-12-11,1.26,2,358,0,
17,19642,SKY LOFT LARGE,74406,Mathilde,,Palermo,-34.58998,-58.43583,Entire home/apt,6734,15,0,,,10,365,0,
18,20062,PENTHOUSE / best city views !! terrace & pool,75891,Sergio,,Palermo,-34.58183,-58.44143,Entire home/apt,8837,2,227,2020-12-23,2.46,5,159,5,
19,20429,Hermoso  y acogedor departamento.,77065,Marcelo,,Constitucion,-34.6226,-58.38704,Entire home/apt,3367,15,0,,,1,89,0,
20,21807,Comfortable apartment in San Telmo,83312,Graciela,,San Telmo,-34.62085,-58.37199,Entire home/apt,4810,6,0,,,2,365,0,
21,21816,Apartment at Faena Hotel,83130,Marce,,Puerto Madero,-34.61386,-58.36141,Entire home/apt,17324,7,1,2020-10-19,0.11,8,178,1,
22,21837,Comfortable studio in Callao Avenue,80208,Olga,,San Nicolas,-34.60777,-58.37245,Entire home/apt,5775,3,0,,,1,365,0,
23,23798,"CHIC, LIGHT, SPACIOUS LOFT APPT- SAN TELMO",94615,Nicola,,Monserrat,-34.61266,-58.37479,Entire home/apt,3217,30,48,2020-01-18,0.98,1,75,0,
24,24713,"BEAUTIFUL, EXCELLENT UBICATION/OBELISK  5 STARS!!!",100743,Griselda,,San Nicolas,-34.60254,-58.37811,Entire home/apt,1924,1,343,2020-02-08,3.39,5,351,0,
25,24763,Amazing LOFTpalermo: contemporary and cool,101049,Sebastian,,Chacarita,-34.58494,-58.44419,Entire home/apt,6253,10,32,2017-07-19,0.36,1,89,0,
26,26258,Huge 473sqf Studio @ Palermo University area,111013,Daniel,,Almagro,-34.59997,-58.41238,Entire home/apt,3367,7,2,2013-10-23,0.02,2,362,0,
27,26839,Studio in retiro neighborhood,114411,Nicole,,Retiro,-34.594,-58.37992,Entire home/apt,1443,4,2,2021-01-31,0.17,1,365,2,
28,27631,Apartment for rent in Recoleta,119446,Inés,,Recoleta,-34.59272,-58.3894,Entire home/apt,1635,2,98,2018-12-14,0.83,1,309,1,
29,29983,Depto de 1 ambiente en Recoleta,129235,Carolina,,Recoleta,-34.59792,-58.39091,Entire home/apt,8064,2,0,,,1,365,0,
30,31469,Beautiful Home w/ Garden at Racetrack of Palermo,1751072,Diego,,Palermo,-34.5682,-58.43402,Entire home/apt,4810,10,11,2017-01-26,0.2,9,0,0,
31,31514,BEAUTY DUPLEX LOFT #4 SAN TELMO,64880,Elbio Mariano,,Monserrat,-34.61494,-58.37517,Entire home/apt,4331,2,28,2013-01-13,0.26,7,363,0,
32,31920,Beautifull apartment in Belgrano!,137373,Nancy,,Belgrano,-34.5644,-58.4606,Entire home/apt,5772,30,0,,,1,365,0,
33,35703,Charming studio in Palermo/Recoleta,150763,Viviana,,Recoleta,-34.59188,-58.40778,Entire home/apt,1924,4,86,2020-02-29,0.83,1,364,2,
34,36160,SPECIAL OFFER Sunny young and great location apt!,155223,Agustina,,Recoleta,-34.58778,-58.385,Entire home/apt,4329,3,11,2015-07-28,0.11,1,365,0,
35,37347,Palermo/Las Cañitas Apartment,161327,Mariano,,Palermo,-34.57148,-58.43246,Entire home/apt,1177,12,42,2019-01-15,0.42,12,341,4,
36,41242,"Casa, con gran terraza,4 dormitorios, 2 en suite",74406,Mathilde,,Palermo,-34.58772,-58.42671,Entire home/apt,2886,30,0,,,10,365,0,
37,41243,"HABITACION EN SUITE   ,  4 DISPONIBLES",74406,Mathilde,,Palermo,-34.58984,-58.42584,Private room,1732,15,0,,,10,365,0,
38,41608,Palermo Soho Spectacular New Unit,181721,Yamila & Eyenit,,Palermo,-34.5847,-58.42648,Entire home/apt,3848,2,123,2020-03-07,1.44,2,365,0,
39,42450,French Classic in San Telmo: Balcony over Defensa!,185437,Grisel,,Monserrat,-34.61578,-58.37175,Entire home/apt,5291,3,132,2020-03-15,1.63,4,247,2,
40,45498,"Quite & Chic, fully equipped, 2Bd, pool & terrace",75891,Sergio,,Palermo,-34.58182,-58.44144,Entire home/apt,7875,2,115,2020-01-27,1.25,5,128,0,
41,48089,Recoleta Classic French-Style 2BDR,192475,Chris,,Recoleta,-34.58705,-58.38791,Entire home/apt,4811,7,101,2019-09-01,0.87,1,365,0,
42,48527,French style apartment in Recoleta,221661,Ricardo,,Recoleta,-34.58555,-58.39468,Entire home/apt,12864,3,1,2014-01-07,0.01,2,365,0,
43,48535,Elegant apartment in downtown Bs.As,221044,Florencia,,Retiro,-34.5962,-58.37529,Entire home/apt,4810,90,0,,,1,364,0,
44,48678,Grate & Luxury apartment Recoleta,221661,Ricardo,,Recoleta,-34.58507,-58.395,Private room,12864,3,1,2010-12-30,0.01,2,365,0,
45,50301,Complete room in Recoleta,230443,Manuel,,Recoleta,-34.58766,-58.40861,Private room,5291,30,0,,,2,365,0,
46,50778,Gorgeous 2bdrm in Awesome Recoleta,233651,Cameron,,Recoleta,-34.58978,-58.40011,Entire home/apt,2309,5,96,2019-11-19,0.79,6,179,0,
47,52511,San Telmo Apartment (Buenos Aires),242939,Gri,,San Nicolas,-34.60767,-58.37257,Entire home/apt,6737,4,0,,,1,365,0,
48,53097,Duplex-Loft in  Historic Quartier of Buenos Aires,64880,Elbio Mariano,,Monserrat,-34.61494,-58.37517,Entire home/apt,3850,2,36,2018-12-13,0.32,7,361,0,
49,53905,Trendy studio in Villa Crespo!,252182,Victoria,,Villa Crespo,-34.59969,-58.4399,Entire home/apt,2886,3,78,2019-01-07,0.6,1,364,1,
50,61282,Loft with Balcony in Belgrano,296398,Alejandro,,Nuñez,-34.55396,-58.46753,Entire home/apt,3367,3,141,2020-02-26,1.24,1,260,1,
51,65446,Luxury Premier Loft with Breathtaking Views  ★★★★★,319901,Ralf,,Palermo,-34.58102,-58.42349,Entire home/apt,8659,3,160,2020-01-21,1.45,27,255,0,
52,65513,Comfortable apartment for 5 in BsAs,320183,Hortensia,,Retiro,-34.59849,-58.3774,Entire home/apt,4811,30,5,2017-10-20,0.11,4,362,0,
53,65519,Great Apartment in Las Cañitas (Palermo) for 5,320183,Hortensia,,Palermo,-34.56958,-58.42978,Entire home/apt,7696,14,13,2020-02-06,0.14,4,365,0,
54,66939,"★ Instaworthy Views, 20th Floor ★ Gym",319901,Ralf,,Palermo,-34.58267,-58.42497,Entire home/apt,4329,3,263,2020-02-27,2.35,27,348,1,
55,66940,Pool Party studio +  Views over the Pool  ❤,319901,Ralf,,Palermo,-34.58272,-58.42382,Entire home/apt,3848,3,223,2021-02-20,1.95,27,365,4,
56,68173,"Best Area in Palermo, Luxury Studio",4405670,Andy,,Palermo,-34.57894,-58.42858,Entire home/apt,5292,2,78,2019-03-03,0.7,9,364,0,
57,68489,Best Block in Palermo Hollywood,4405670,Andy,,Palermo,-34.58045,-58.43208,Entire home/apt,2983,3,142,2019-11-05,1.3,9,300,0,
58,68800,Recoleta great penthouse  w/private terrace &grill,221405,Ximena,,Recoleta,-34.59278,-58.3876,Private room,37133,1,76,2020-01-03,0.97,2,270,0,
59,68868,"Luxury Soho Sky Loft , Dream View Apartment ★★★★★",319901,Ralf,,Palermo,-34.58165,-58.42527,Entire home/apt,8178,3,250,2020-03-11,2.28,27,207,4,
60,69063,"Beautiful, great location, quiet, Nespresso.",344599,Danilo,,Recoleta,-34.5956,-58.39573,Entire home/apt,1649,1,207,2019-11-27,1.9,2,343,11,
61,69187,Historic French Style Villa,344456,Daniela,,Monserrat,-34.60842,-58.37316,Entire home/apt,33685,7,0,,,6,363,0,
62,69196,Recoleta French Style apartment,344456,Daniela,,San Nicolas,-34.60722,-58.37215,Entire home/apt,6734,7,0,,,6,364,0,
63,69880,"Gorgeous 2bd/2.5 bth, Rooftop Pool, Pal. Hollywood",315089,Max,,Palermo,-34.57797,-58.43821,Entire home/apt,11545,5,25,2017-02-28,0.21,7,365,0,
64,70082,High category appartment Belgrano,353823,Maria De Los Angeles,,Palermo,-34.56926,-58.4437,Entire home/apt,2886,20,39,2020-09-30,0.45,1,364,1,
65,70804,Six luminous suites at Soho,360083,Priscila,,Palermo,-34.59034,-58.43375,Private room,3848,2,0,,,2,360,0,
66,71801,Studio in Recoleta most secure area,368954,Carlos,,Recoleta,-34.59514,-58.39914,Entire home/apt,4811,3,92,2019-08-31,0.8,1,364,0,
67,72204,Beautiful house in Palermo SOHO,373629,Daniel,,Palermo,-34.5902,-58.42993,Entire home/apt,18278,1,23,2021-06-06,0.66,15,306,1,
68,72928,"Palermo Soho ""Ayres del Botanico"" Tower",344456,Daniela,,Palermo,-34.58523,-58.42143,Entire home/apt,7696,7,0,,,6,365,0,
69,72935,Palermo Cervino Boulevard Apartment,344456,Daniela,,Palermo,-34.57824,-58.4111,Entire home/apt,4811,7,2,2011-03-14,0.02,6,365,0,
70,72958,Palermo Soho Home with a View,344456,Daniela,,Palermo,-34.58267,-58.4261,Entire home/apt,5292,30,0,,,6,364,0,
71,73180,Palermo Apt - Las Cañitas area,161327,Mariano,,Palermo,-34.57213,-58.43294,Entire home/apt,1347,14,30,2019-04-20,0.26,12,177,5,
72,73680,Nice Studio in Palermo Soho,385499,Lujan,,Palermo,-34.59518,-58.41949,Entire home/apt,3848,3,27,2014-12-15,0.25,1,365,0,
73,74383,Penthouse 2BR with River&Sunrise views,319901,Ralf,,Palermo,-34.58706,-58.43417,Entire home/apt,7215,3,81,2021-07-10,3.18,27,230,20,
74,75094,Amazing apartment in Recoleta,161327,Mariano,,Recoleta,-34.58918,-58.39518,Entire home/apt,1415,14,117,2019-06-02,0.96,12,301,4,
75,75492,Studio Loft in Palermo Soho #1,400828,Jony,,Palermo,-34.589,-58.42024,Entire home/apt,1760,2,326,2020-07-11,3.16,3,362,10,
76,75526,GUAPO / Amazing Large Studio* with great views.🎈,319901,Ralf,,Palermo,-34.58261,-58.42345,Entire home/apt,3175,3,104,2020-02-25,1.13,27,337,1,
77,76005,"Heart of Recoleta, no better place!",315089,Max,,Recoleta,-34.59014,-58.39386,Entire home/apt,3848,5,6,2011-08-30,0.06,7,365,0,
78,76385,Studio In Downtown Buenos Aires,407702,Ruy,,Monserrat,-34.61337,-58.38305,Entire home/apt,4329,2,324,2019-08-26,2.62,7,365,0,
79,77404,Beautiful Duplex - Trendy Palermo,161327,Mariano,,Palermo,-34.56692,-58.43324,Entire home/apt,2405,14,22,2021-05-27,0.19,12,351,3,
80,77704,PALERMO SOHO Cheap Little Apt,417020,Jorge Fernando,,Palermo,-34.58236,-58.42726,Entire home/apt,1924,7,119,2018-11-26,0.98,1,365,0,
81,77776,"BUENOS AIRES, RECOLETA, 2 BEDROOM APT",417598,Rd,,Recoleta,-34.58933,-58.40441,Entire home/apt,7216,2,0,,,1,362,0,
82,77860,Private room with balcony with view,402373,Daniel,,Palermo,-34.57228,-58.43514,Private room,5772,2,0,,,1,365,0,
83,78009,STUDIO DEFENSA 2A en San Telmo,64880,Elbio Mariano,,San Telmo,-34.61998,-58.37151,Entire home/apt,3367,2,42,2017-01-05,0.34,7,363,0,
84,78014,STUDIO SOFA CAMA & PATIO,64880,Elbio Mariano,,San Telmo,-34.61998,-58.37151,Entire home/apt,3175,2,24,2019-04-04,0.2,7,365,0,
85,78068,Lovely Place at a GREAT Location!,419383,Mariana Y Sebas,,Palermo,-34.58246,-58.4034,Entire home/apt,1704,3,19,2019-11-19,0.17,6,364,0,
86,78351,"Apt in Palermo, Las Cañitas",420786,Carola,,Palermo,-34.5752,-58.43102,Entire home/apt,4040,5,11,2020-01-03,0.32,4,365,0,
87,78685,Luminous Palermo 1BDR Apartment,419383,Mariana Y Sebas,,Palermo,-34.58349,-58.40625,Entire home/apt,1790,2,38,2019-04-08,0.82,6,347,1,
88,78703,55% long term offer 30 days onwards !!!!,422878,Oscar,,Recoleta,-34.59446,-58.39588,Entire home/apt,2886,1,189,2019-09-15,1.68,2,297,0,
89,79226,Petite Home,426420,Carolina,,Nuñez,-34.55235,-58.4581,Entire home/apt,1924,6,43,2019-03-28,0.37,1,200,4,
90,79247,"Beautiful Apt in great location, 100% Good Reviews",426566,Egle,,Boedo,-34.6212,-58.41753,Entire home/apt,1704,90,46,2014-10-30,0.37,8,364,2,
91,79766,!! Amazing 1Bdr Great Terrace - BBQ - sun/view !!,422878,Oscar,,Recoleta,-34.59118,-58.39664,Entire home/apt,5292,1,178,2020-03-01,1.95,2,252,0,
92,80950,best neighborhood! palermo,438269,Sherine,,Palermo,-34.58929,-58.43574,Entire home/apt,2886,30,1,2018-09-08,0.03,2,365,0,
93,82623,Garden studio flat with swimming pool,449610,Antonio,,Colegiales,-34.5742,-58.45024,Entire home/apt,2781,5,42,2018-04-01,0.61,1,140,1,
94,83035,"Central loc. Entire apt, all incl.",426566,Egle,,Almagro,-34.62053,-58.41653,Entire home/apt,6246,5,45,2017-12-10,0.37,8,364,1,
95,83440,GREAT! Apartment Alto Palermo,384997,Santiago,,Recoleta,-34.59369,-58.41226,Entire home/apt,5002,30,5,2012-01-04,0.12,1,365,0,
96,84033,Great apart with private terrace & chill out area.,458852,Maria,,Palermo,-34.58577,-58.42527,Entire home/apt,5773,2,148,2019-11-09,1.2,2,225,2,
97,84730,"Spotless apt. in a great location, Wi-Fi, balcony!",426566,Egle,,Almagro,-34.62053,-58.41653,Entire home/apt,1574,90,65,2018-11-10,0.69,8,364,0,
98,85949,Modern & Luminous Apt in GreatLocation!,426566,Egle,,Almagro,-34.62053,-58.41653,Entire home/apt,1249,5,37,2015-08-31,0.31,8,341,1,
99,87828,"habitación individual, única huésped de la casa.",480785,Isabel,,Retiro,-34.59126,-58.38108,Private room,1200,4,1,2019-08-02,0.04,2,88,0,
100,89374,☼ Sunny 1 bedroom+balcony+ Views +Pool+Gym+Sauna,319901,Ralf,,Recoleta,-34.59332,-58.40293,Entire home/apt,4329,5,55,2019-11-19,0.48,27,318,2,
101,89857,Sunny apartment in Buenos Aires,488300,Mariano,,San Nicolas,-34.60238,-58.39229,Entire home/apt,4810,7,0,,,1,364,0,
102,91063,"Cosy, central apartment in BsAs",492560,Laurence,,Caballito,-34.61829,-58.43116,Entire home/apt,2501,3,55,2019-06-21,0.56,1,365,0,
103,92228,Experiencia Recoleta-Buenos Aires,494027,Mirta Susana,,Recoleta,-34.58509,-58.40465,Entire home/apt,7697,20,2,2020-03-31,0.11,2,363,0,
104,92689,Stunning 1BD w/terrace in Palermo,488973,Casilda Maria,,Palermo,-34.57656,-58.40068,Entire home/apt,7696,2,96,2019-12-22,1.11,2,365,0,
105,93174,"B&B ""Tucuman 2430""1 room x 1 or 2p",500210,Luciano,,Balvanera,-34.60299,-58.40194,Private room,1136,2,10,2012-08-04,0.08,4,365,0,
106,93619,DEPARTMENT C / CABIN SECURITY,501789,Jessica Emerita,,San Cristobal,-34.62782,-58.40739,Shared room,6734,1,0,,,1,365,0,
107,96257,Lovely apartment in Buenos Aires,320183,Hortensia,,Retiro,-34.59805,-58.37717,Entire home/apt,5292,15,0,,,4,351,0,
108,96490,AMPLIA habitación individual en Buenos Aires,512049,Cristina,,Palermo,-34.58503,-58.41206,Private room,962,7,0,,,1,363,0,
109,96810,Recoleta Luxury: Design and Style!,508291,Michele,,Retiro,-34.59357,-58.38703,Entire home/apt,6413,7,35,2019-12-28,0.4,1,352,0,
110,97043,Downtown 4 blocks away from Obelisk,514200,Ceferina De Jesus,,San Nicolas,-34.60751,-58.38793,Entire home/apt,1443,30,9,2013-11-25,0.08,2,180,0,
111,98934,Monthly Apartment Recoleta,521351,Alfonsina,,Recoleta,-34.58955,-58.39057,Entire home/apt,6734,1,1,2011-08-09,0.01,1,365,0,
112,100080,Great downtown apartment!,526435,Laura,,San Nicolas,-34.60307,-58.38839,Entire home/apt,1900,1,23,2018-01-10,0.49,2,230,0,
113,104343,Faena Hotel Stunning Views Private Luxury  Suite*,542973,Brigitte,,Puerto Madero,-34.6022,-58.35541,Hotel room,12602,1,142,2019-11-17,1.78,1,364,0,
114,106475,Artdecohouse Palermo,547581,Carol,,Recoleta,-34.58842,-58.40928,Entire home/apt,14430,3,112,2020-01-02,0.93,1,321,0,
115,107220,Great Private Room!,555337,Anita & Sofía,,Recoleta,-34.59699,-58.41092,Private room,1347,7,5,2012-05-02,0.05,2,365,0,
116,107259,Great place to 12 Tango lovers,555693,Vittoria,,Balvanera,-34.60514,-58.3957,Entire home/apt,38384,3,26,2018-02-12,0.24,2,365,0,
117,108089,AMAZING PALERMO BEST VALUE w POOL,559463,Martin,,Palermo,-34.58648,-58.4243,Entire home/apt,2117,6,75,2019-04-20,0.77,4,320,0,
118,108284,Historico y Luminoso Duplex Centro!,560338,Carlos,,San Nicolas,-34.60107,-58.3764,Entire home/apt,5065,2,236,2020-02-10,2.63,15,319,3,
119,118069,Luxury 1 Bedroom - 1.5 Bath,530261,Luciano,,Palermo,-34.57978,-58.43223,Entire home/apt,3592,7,18,2021-05-02,0.18,26,365,1,
120,118070,Amazing view - GREAT Studio - Balcony,530261,Luciano,,Palermo,-34.58311,-58.42767,Entire home/apt,2886,7,44,2020-12-31,0.37,26,333,1,
121,118724,Department to 5 min to city centre,599519,Angel Francisco,,Almagro,-34.60025,-58.42973,Private room,4618,1,0,,,1,365,0,
122,119036,Amazing duplex in Recoleta,601227,Frederic,,Recoleta,-34.59017,-58.39643,Entire home/apt,3848,5,1,2019-09-16,0.04,1,364,0,
123,119966,Room with library downtown,62183,Sonia,,Balvanera,-34.60396,-58.40068,Private room,3506,3,0,,,2,365,0,
124,120874,Luxury 1 Bedroom - 1.5 Bath,530261,Luciano,,Recoleta,-34.58991,-58.39931,Entire home/apt,9621,7,9,2017-08-26,0.2,26,365,0,
125,122907,Spotless entire apt. Ideal location,426566,Egle,,Almagro,-34.61982,-58.4166,Entire home/apt,1249,90,20,2014-08-04,0.2,8,365,4,
126,129442,Callao Studio Design Downtown 2 Pax,638545,Luisa,,San Nicolas,-34.60655,-58.39131,Entire home/apt,4137,90,1,2016-04-01,0.02,3,199,0,
127,129932,Palermo View Studio at Palermo Uno Tower,319901,Ralf,,Palermo,-34.5813,-58.42488,Entire home/apt,2886,3,113,2020-02-23,0.97,27,365,2,
128,130248,Small charmy and fully at Palermo,641573,Paula,,Palermo,-34.57717,-58.41138,Entire home/apt,1154,2,78,2021-04-06,0.82,6,236,9,
129,130275,Van Gogh s apart at Palermo,641573,Paula,,Palermo,-34.5771,-58.41134,Entire home/apt,1154,2,15,2017-06-22,0.16,6,200,1,
130,130349,"alquilo por noche,o semana",641884,Marcelo,,San Nicolas,-34.60313,-58.37918,Private room,9621,1,0,,,1,365,0,
131,130424,Palermo Hollywood Studio Apt - 4th floor - 33 m2,642182,Aike,,Palermo,-34.57896,-58.43448,Entire home/apt,3367,7,9,2012-05-01,0.08,1,177,0,
132,131145,DONDE VIVI (1) Rooms for Rent .,645495,Viviana,,Almagro,-34.60728,-58.41949,Private room,1500,3,38,2015-12-15,0.34,2,364,0,
133,131807,"Belgrano R, Private Room, Sunny",648231,Vero,,Villa Ortuzar,-34.57546,-58.4688,Private room,3367,1,0,,,1,365,0,
134,132298,Urban Escape ★ Studio with great views,319901,Ralf,,Recoleta,-34.59495,-58.4044,Entire home/apt,2790,6,113,2019-09-25,1.4,27,365,1,
135,133043,Great Studio - Roof top Pool,530261,Luciano,,Recoleta,-34.59234,-58.39956,Entire home/apt,1924,14,17,2017-12-11,0.19,26,364,1,
136,133654,Modern and Comfortable. Central location.Fast WiFi,426566,Egle,,Almagro,-34.62053,-58.41653,Entire home/apt,1249,4,47,2019-08-23,0.41,8,340,4,
137,136986,Buena Vista - Panorama Riverviews ★★★★★,319901,Ralf,,Palermo,-34.58114,-58.42513,Entire home/apt,5773,3,135,2020-12-18,1.5,27,338,5,
138,137017,Soho Sunset studio  with amazing views.,319901,Ralf,,Palermo,-34.58277,-58.42539,Entire home/apt,4467,2,193,2021-05-01,1.82,27,360,2,
139,138690,STUDIO RECOLETA /PZA FRANCIA/UBA/MUSEOS/METRO,676972,Fabiana,,Recoleta,-34.59101,-58.39455,Entire home/apt,1443,4,236,2019-09-27,1.93,11,149,0,
140,140271,"Boedo, quiet wooded neighborhood",683383,Lorena,,Boedo,-34.63366,-58.41691,Private room,4810,1,0,,,1,365,0,
141,143173,HabitacionPrivate Rooms in Congreso,499278,Nicolas,,Balvanera,-34.60929,-58.4031,Private room,2887,5,0,,,2,365,0,
142,143211,Nice and bright studio in Recoleta,695054,Patricia,,Recoleta,-34.5872,-58.40052,Entire home/apt,2405,2,3,2019-10-14,0.05,3,180,0,
143,143663,Apartement Buenos Aires,696693,Marcela,,Monserrat,-34.61428,-58.3865,Entire home/apt,4329,3,0,,,1,362,0,
144,144192,Beautiful apartment in Buenos Aires,698994,Ruben,,Nueva Pompeya,-34.64892,-58.41005,Private room,4810,1,0,,,1,365,0,
145,144827,LEMON TREE ★ 1 bedroom with great views,319901,Ralf,,Recoleta,-34.59491,-58.40497,Entire home/apt,2886,4,45,2019-02-24,0.38,27,348,2,
146,146648,❤  Amazing Sunset View Studio +Balcony❤Pool -Gym,319901,Ralf,,Recoleta,-34.59452,-58.40505,Entire home/apt,2598,4,102,2020-01-07,1.06,27,365,0,
147,148284,Sunny Terrace Apart. in Downtown BA,407702,Ruy,,Monserrat,-34.61331,-58.38491,Entire home/apt,3175,1,268,2019-12-02,2.21,7,365,0,
148,150594,Departamento Parque chacabuco,716702,Eugenia,,Parque Chacabuco,-34.63439,-58.44441,Private room,15891,7,0,,,1,365,0,
149,154427,Spotless apt. in a Great location. 100% Equipped.,426566,Egle,,Almagro,-34.62053,-58.41653,Entire home/apt,1249,4,59,2019-07-02,0.5,8,304,0,
150,154430,"Loft Style, modern,bright &spacious",742738,Martin,,Palermo,-34.59387,-58.41445,Entire home/apt,1251,30,2,2012-01-10,1.22,4,319,1,
151,154767,Central location/2min from Metro -  Fast WiFi,426566,Egle,,Almagro,-34.6202,-58.41543,Entire home/apt,1249,5,36,2020-02-26,0.31,8,81,0,
152,156189,Cute Apartment - WiFi & Pool !!,750896,Ariel,,Almagro,-34.60342,-58.42959,Entire home/apt,5772,14,0,,,4,365,0,
153,158056,PalermoSoho Excellent Location! steps from LaRural,758728,Mauricio,,Palermo,-34.58207,-58.42094,Entire home/apt,2790,5,54,2020-02-07,0.58,10,365,0,
154,159585,Apartment in Recoleta Juncal 2200,772165,Jorge,,Recoleta,-34.59316,-58.40053,Entire home/apt,2309,3,12,2014-11-30,0.1,1,365,0,
155,160611,Habitación en Las Cañitas,769336,Natalia,,Palermo,-34.56526,-58.4334,Private room,17865,1,8,2017-05-27,0.15,1,365,0,
156,161463,The Boss- 2 bedroom with balcony,319901,Ralf,,Palermo,-34.58101,-58.42503,Entire home/apt,6666,3,145,2021-02-26,1.5,27,303,3,
157,168298,Boutique Central Apt in BuenosAires,802023,Ana,,Balvanera,-34.60554,-58.3938,Entire home/apt,5772,3,18,2016-09-04,0.16,1,365,0,
158,172118,Owner Featured on HGTV- Spacious Palermo Soho Loft,791090,Jamais,,Palermo,-34.58735,-58.42186,Entire home/apt,7600,3,68,2019-12-02,0.72,1,173,0,
159,172135,Recoleta full equipped Apartment,523775,Silvia  Diana,,Recoleta,-34.58983,-58.39786,Entire home/apt,4811,3,62,2019-08-15,0.52,1,179,0,
160,176318,San Telmo Vintage - Art Experience Fully Renovated,843196,Ivan,,Monserrat,-34.6156,-58.36843,Entire home/apt,4521,4,154,2020-01-26,1.45,1,351,0,
161,178330,"3 Bedrooms / 2 Bathroom, Off & Ldy Apt in Palermo",853184,Juan,,Palermo,-34.58712,-58.42184,Entire home/apt,3463,20,3,2021-06-19,0.59,3,289,3,
162,180692,Tango and Enjoyment of Buenos Aires,865765,Hector,,Villa Urquiza,-34.57624,-58.48314,Private room,6734,5,0,,,1,365,0,
163,181627,RENT APP ARTS,870611,Pablo,,Palermo,-34.5845,-58.41291,Private room,12507,30,0,,,1,365,0,
164,183454,Lovely & Modern Apartment in Palerm,878481,Silvia,,Palermo,-34.58335,-58.40969,Entire home/apt,3367,7,21,2017-11-07,0.2,2,259,0,
165,186005,Modern apartment in Downtown Buenos Aires,893209,Victoria,,Retiro,-34.59804,-58.37688,Entire home/apt,3848,4,47,2016-10-14,0.42,3,365,1,
166,189224,Double Room,906438,Mariel,,Monserrat,-34.61375,-58.38604,Private room,2886,3,0,,,3,364,0,
167,189572,Departamento de 2 ambientes en recoleta,914563,Carlos,,Recoleta,-34.58742,-58.38437,Entire home/apt,2886,2,9,2019-04-01,0.29,2,89,0,
168,189867,♫ ♫ Harmony  - One-bedroom apartment,319901,Ralf,,Recoleta,-34.5949,-58.40338,Entire home/apt,4811,10,54,2020-11-29,0.49,27,362,2,
169,190829,Green Room,906438,Mariel,,Monserrat,-34.61375,-58.38604,Private room,3559,3,5,2011-12-31,0.04,3,364,0,
170,190830,Blue Room,906438,Mariel,,Monserrat,-34.61375,-58.38604,Private room,2886,3,3,2013-01-17,0.03,3,365,0,
